STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Pays,SER,Série,TIME_PERIOD,Année,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,750000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,14000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2015,,1557000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-REV-TOT,Total des recettes des télécommunications,2015,,3390000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,3766666667,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,680000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,755555556,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,122219878,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,82666000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,12566000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,26499000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-REV-TOT,Total des recettes des télécommunications,2015,,45977000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,51085555556,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,12685878,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,7830776824.6504,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,8700863139,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,16190000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,160722429,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,113825000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,54491000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2015,,16500000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-REV-TOT,Total des recettes des télécommunications,2015,,57400000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,63777777778,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,11141878,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,8000000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,8888888889,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,4274380,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,20850000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,23066967,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,15353553,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,468978,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-REV-TOT,Total des recettes des télécommunications,2015,,4389385000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,4877094444,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,668000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,742222222,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,956449,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,15540243,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,11865000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,5044000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,2137771,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2015,,1891937,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-REV-TOT,Total des recettes des télécommunications,2015,,906086309153,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,3243784445,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,117746,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,626101,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,383919,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,162141,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,43472,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-REV-TOT,Total des recettes des télécommunications,2015,,29518882308,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,223763511,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,5072094105,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,1235310,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,8310414,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,5765765,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,2830874,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,387463,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2015,,366322,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-REV-TOT,Total des recettes des télécommunications,2015,,3042916830,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,38448257,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,3381018700,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,557388807,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,619320897,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,21119193,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,132999527,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,96887129,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,74621563,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,4397530,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-REV-TOT,Total des recettes des télécommunications,2015,,31813597729.1283,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-REV-USD,Total des recettes des télécommunications USD,2015,,35348441921,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-INV-TOT,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),2015,,7288934581.07277,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2015,,8098816201,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2015,,25078411,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-ACC-PATH,Total des voies d'accès de communication,2015,,219336384,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-MOB-SUB,Total des abonnements au téléphone cellulaire mobile,2015,,156562122,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2015,,754783,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2015,,38467057,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2015,,29481492,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-REV-TOT,Total des recettes des télécommunications,2015,,14034200000000,,A,,,,,,,
