,Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Total des abonnements au téléphone cellulaire mobile,Total des recettes des télécommunications USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Total des lignes d'accès téléphoniques,Total des voies d'accès de communication,Recettes_prédites
172,Irlande,2010,3396961.0,5273313.0,5155632140.0,-0.3015752697485296,-0.29897459856583597,-0.30781036496852493,3979740122.290451
173,Irlande,2011,3451216.0,5499790.0,5310590856.0,-0.3007427475257747,-0.3002671652308564,-0.30730818750158573,4153297898.616791
174,Irlande,2012,3254925.0,5460507.0,4151235936.0,-0.28891399129155676,-0.3012246376716402,-0.30748668649858485,6590196656.603127
175,Irlande,2013,3203515.4,5626398.0,4206306247.0,-0.2975096772900633,-0.3014332474903185,-0.30686898420578673,4823002257.2258
176,Irlande,2014,3050538.0,5820829.0,4030623057.0,-0.296872330048546,-0.30188774051414446,-0.30624180574290516,4964212927.355621
177,Irlande,2015,2830874.0,5765765.0,3381018700.0,-0.3007662797532225,-0.3029184355788387,-0.30645198400144574,4147767453.264908
178,Irlande,2016,2747205.0,5892448.0,3416395426.0,-0.30051290491925803,-0.30338197225879204,-0.30606050530744955,4204837941.109421
179,Irlande,2017,2684511.0,6020694.0,3551950996.0,-0.29729204319596597,-0.30400942168438266,-0.305729472723223,4873450896.179581
180,Islande,2005,132907.0,304001.0,463872937.0,-0.316410109382114,-0.31819721365865494,-0.32750394409741357,394729736.1067352
181,Islande,2006,143911.0,322840.0,471383625.0,-0.31719130164750386,-0.31825008101293273,-0.32743679889568256,234116398.4207611
182,Islande,2007,135157.0,326098.0,578599762.0,-0.31524315028735905,-0.3182397836412362,-0.32739839618184535,637917262.2581024
183,Islande,2008,141241.0,336922.0,275517725.0,-0.31631612304794593,-0.3181627857839267,-0.32733871336255366,417662764.12841797
184,Islande,2009,145310.0,339715.0,187206250.0,-0.31777908967716934,-0.31825033457338486,-0.3273388405776333,114466046.04821777
185,Islande,2010,158478.0,341077.0,205487057.0,-0.3175833846402701,-0.31831276679138626,-0.3273413578121885,154483938.72714233
186,Islande,2011,159129.0,344085.0,225317147.0,-0.31761059408751574,-0.3183959909664657,-0.3273427869518069,148275755.74212646
187,Islande,2012,164492.0,352114.0,213280719.0,-0.31745865945050983,-0.3184424488759803,-0.32732501202780284,179746487.82647705
188,Islande,2013,160583.0,356264.0,226711625.0,-0.3172786022033378,-0.31856545386866714,-0.327326460114348,216147224.8405304
189,Islande,2014,162710.0,370047.0,248320114.0,-0.3174118804057753,-0.31861103840329086,-0.32729128108476374,188971408.75325012
190,Islande,2015,162141.0,383919.0,223763511.0,-0.31747698973902483,-0.3186612151994373,-0.3272511433737761,175963791.88809204
191,Islande,2016,170089.0,401613.0,234652147.0,-0.3169415936479861,-0.3188153376942823,-0.32722315605624885,286241329.2532654
192,Islande,2017,168759.0,410662.0,255824919.0,-0.316601885102729,-0.3189614448615003,-0.32721171211248623,355767359.69262695
193,Islande,2018,175778.0,424720.0,244045116.0,-0.31657712536130433,-0.3192532788552581,-0.3272216646624425,358757735.6557007
194,Israël,2009,2616318.0,9550164.0,6515310565.0,-0.2920570604636997,-0.27433341069680034,-0.2895064427693873,6473478500.226913
195,Israël,2010,2603834.0,9550164.0,7325356788.0,-0.2907094819031679,-0.27433341069680034,-0.28933943914352345,6755523188.119011
196,Israël,2011,2591349.0,9791022.0,8153211803.0,-0.2894637345005956,-0.29207799374052706,-0.2919319525454021,6844366662.084122
197,Israël,2012,2591349.0,9791022.0,6812563389.0,-0.29545665787666137,-0.29091648965589584,-0.29150847790551715,5620798227.195297
198,Israël,2013,2591349.10327456,9791022.0,6478980609.0,-0.2998956481250399,-0.28975498557126456,-0.2910931233771004,4718499610.032318
199,Italie,2005,65731770.0,71838000.0,58063750000.0,-0.07090897327554904,0.017874838288404162,-0.05085149465037681,58869014727.19005
200,Italie,2006,72696064.0,80416000.0,58828750000.0,-0.07567086891634073,-0.001024064627142293,-0.027214689244460164,58225633243.6353
201,Italie,2007,80604390.0,90135922.0,63208219178.0,-0.036299204125821626,0.0015621533781661789,0.004296910942147833,67009229537.75405
202,Italie,2008,80264112.0,90341160.0,66479411765.0,-0.035596224054562364,-0.0025721779678763938,0.007174689273314084,67184078465.450775
203,Italie,2009,77046473.0,90032886.0,60833333333.0,-0.0699771457215392,0.019051668693700008,0.012655796994834725,60324016166.90758
204,Italie,2010,79085236.0,93666088.0,56208000000.0,-0.08268313852339144,0.01677666797004868,0.02469811177153029,57918577983.16275
205,Italie,2011,79736335.0,97290853.0,56372222222.0,-0.07848776355440353,0.010115818018492276,0.034472728431892835,58935311001.990425
206,Italie,2012,78789757.0,98603231.0,49507692308.0,-0.08563176509731071,0.0034109612417922994,0.03739917329779218,57470937353.50625
